metabolite_tissue,metabolite,hormone,n_group__Old CD,n_group__Old ID,n_group__Young CD,centroid_metabolite__Old CD,centroid_metabolite__Old ID,centroid_metabolite__Young CD,centroid_hormone__Old CD,centroid_hormone__Old ID,centroid_hormone__Young CD,mean_metabolite__Old CD,mean_metabolite__Old ID,mean_metabolite__Young CD,mean_hormone__Old CD,mean_hormone__Old ID,mean_hormone__Young CD,distance_young_cd_to_old_id,distance_young_cd_to_old_cd,distance_old_id_to_old_cd,young_cd_closer_to_old_id,old_cd_most_separated,clustering_score,correlation_method,n,n_unique_samples,n_before_outlier_filter,n_outlier_removed,removed_samples,removed_for_metabolite,removed_for_hormone,n_cd,n_id,n_old_cd,n_old_id,correlation,p_value,p_adj_bh,old_diet_stratifying,all_diet_stratifying,old_diet_metabolite_cohens_d,old_diet_hormone_cohens_d,all_diet_metabolite_cohens_d,all_diet_hormone_cohens_d,metabolite_min,metabolite_max,hormone_min,hormone_max
Liver,"PE(P-18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Glucagon,3,5,5,0.7928014157072076,-0.34087531638232105,-0.13480553304200987,-0.3466213775997461,0.1731868802033664,0.03478594635648152,35574068.1882108,13944288.680507876,13684718.376530904,224.83333333333334,306.004,284.392,0.24823290292709504,1.0029587220495588,1.2471662109604718,TRUE,TRUE,4.040393961569726,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.5796521204191348,0.03786229173066293,0.827402214621848,TRUE,FALSE,-1.7523055942058403,0.8177262978081293,-0.5767555171433139,0.2722258385029136,668028.444222608,47092293.1264032,88.58,661.43
Liver,oxiracetam,Insulin,3,5,5,-1.0886801826500097,0.26006702294005185,0.3931410866499554,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,2626998.9127708576,5731347.31687407,6552786.139732208,1614.1266666666666,1006.546,660.682,0.5026362757777699,1.9952843455987863,1.5950326137599082,TRUE,TRUE,3.969638567195177,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.8086709258705833,8.175828867717879e-4,0.5993076568054627,TRUE,FALSE,1.4326793942316975,-0.7833395778180952,0.23978738061543117,-0.01566923747362904,147938.282144342,10413473.619994,155.89,2555.98
Liver,"6-HYDROXYMETHYL-7,8-DIHYDROPTERIN",Insulin,3,5,5,1.1801260183162885,-0.2382124248451844,-0.46986318614459893,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,801595.0627053156,364191.1022030358,328207.9937698474,1614.1266666666666,1006.546,660.682,0.5372118711514827,2.1231650243161244,1.654295606510661,TRUE,TRUE,3.952193051440286,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.5854386447430657,0.03554455962080277,0.8254855449604329,TRUE,FALSE,-2.4060422292090524,-0.7833395778180952,-0.5339555723437125,-0.01566923747362904,157609.713265778,1052019.5282843,155.89,2555.98
Liver,oxazolidinone,Insulin,3,5,5,-1.0286236903290746,0.2917646966850625,0.3254095175123914,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,5062436.1435612235,7538446.631402584,7662838.136039644,1614.1266666666666,1006.546,660.682,0.48586674434867627,1.902306829504449,1.5711255541593612,TRUE,TRUE,3.915285109818675,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.5647943310828168,0.04431368866860256,0.8342054032317431,TRUE,FALSE,1.1577571105198747,-0.7833395778180952,0.3805221827527923,-0.01566923747362904,3016191.47425144,9958229.63038511,155.89,2555.98
Liver,"PG(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Insulin,3,5,5,1.037889073248297,-0.25176339119468183,-0.37097005275430434,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,9382121.983860126,5179893.015440096,3435314.2813384538,1614.1266666666666,1006.546,660.682,0.4991440147449124,1.9417130021098976,1.5453845778364084,TRUE,TRUE,3.8900857162480658,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.5608338979071678,0.04615917647796615,0.8423081545572892,TRUE,FALSE,-1.0801714619458542,-0.7833395778180952,-0.12714786719734614,-0.01566923747362904,1496338.74971099,11812591.5289508,155.89,2555.98
Liver,"PC(18:2(9Z,12Z)/14:0)",Insulin,3,5,5,-1.023525533361551,0.36627010162440177,0.24784521839253165,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,3732709.606156216,20885463.9470417,30438601.61437391,1614.1266666666666,1006.546,660.682,0.49895788626292,1.8443830768193354,1.6298901562365398,TRUE,TRUE,3.696470438884815,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.578692137444801,0.03825715477220116,0.8279473488550837,TRUE,FALSE,1.9377952882884133,-0.7833395778180952,0.02422624128309252,-0.01566923747362904,789822.208057658,56602617.1111475,155.89,2555.98
Liver,Chamazulene,Insulin,3,5,4,-1.3774844640960673,0.4308990454230997,0.4944895412931797,0.8266378120346513,0.009329085905455205,-0.6316397164078071,1007362.2807137707,1574607.66192314,1595757.0394405476,1614.1266666666666,1006.546,530.0550000000001,0.6441154839808625,2.372943325663996,1.9845010635693265,TRUE,TRUE,3.6840339732222604,pearson,12,12,13,1,4M1,4M1,N/A,7,5,3,5,-0.5951262954716363,0.04121213198172823,0.8342054032317431,TRUE,FALSE,2.566661810355763,-0.7833395778180952,0.7607260905794306,0.01524897605490673,749639.131012165,1802397.3347776,155.89,2555.98
Liver,Tetradecenoic acid,Insulin,3,5,5,1.1016139081070135,-0.4246382445265172,-0.2363301003376918,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,25771652.658173434,12640358.423201669,13185947.99158792,1614.1266666666666,1006.546,660.682,0.5199946888799138,1.8908885518123228,1.7477001023600276,TRUE,TRUE,3.6363612787764445,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.6376632207598374,0.01904374471868377,0.7721153713157484,TRUE,FALSE,-1.7142494642150858,-0.7833395778180952,-0.6652198499680665,-0.01566923747362904,7506389.65924411,33977800.1340986,155.89,2555.98
Liver,Modafinil,Insulin,3,5,5,-1.1231832120367882,0.43983278684552285,0.23407714037656555,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,383187.50167306367,599105.1183368744,565110.3876461685,1614.1266666666666,1006.546,660.682,0.5265642461745171,1.904605211028007,1.7798957910880158,TRUE,TRUE,3.6170424119467675,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.5568605510017257,0.04806556201628736,0.8493022723764553,TRUE,FALSE,1.780276004955931,-0.7833395778180952,0.7368167151802539,-0.01566923747362904,217132.996911702,749740.061218627,155.89,2555.98
Liver,3-Methylhistidine,Insulin,3,5,5,-0.9922400617146983,0.3695983191440879,0.22574571788474887,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,6400769.222505554,9019911.930322094,8499508.457952077,1614.1266666666666,1006.546,660.682,0.5055967663905272,1.807997429463961,1.6061176139843698,TRUE,TRUE,3.575967153372671,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.7592135467135293,0.00261298625592094,0.6776185814384534,TRUE,FALSE,1.241989008572686,-0.7833395778180952,0.6994927599234914,-0.01566923747362904,5028103.95861259,11282797.9693397,155.89,2555.98
Liver,L-Glutathione (reduced),Insulin,3,5,5,0.8814862986985406,-0.18604764228064025,-0.34284413693847066,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,3597684.004450233,2610057.377429878,2572165.821364354,1614.1266666666666,1006.546,660.682,0.5094307215239987,1.8122776722315295,1.3655177514456946,TRUE,TRUE,3.55745657978767,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.6270947529480436,0.02179099730459604,0.7876744772888639,TRUE,FALSE,-1.310210341433292,-0.7833395778180952,-0.4097012742867693,-0.01566923747362904,1716988.89782124,4862043.90875474,155.89,2555.98
Muscle,Creatinine,Insulin,3,5,5,-1.0501634058019604,0.16456335180675702,0.4655346916744145,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,155326518.58770642,255556535.1884748,326186331.7554816,1614.1266666666666,1006.546,660.682,0.5705420814604405,2.020570728367438,1.4834322060752736,TRUE,TRUE,3.541492896010928,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.5899934978745529,0.033794191355784,0.8174338581188143,TRUE,FALSE,1.1463440010970696,-0.7833395778180952,-0.0675271436838965,-0.01566923747362904,13157751.0776642,353118534.728538,155.89,2555.98
Liver,"PE(20:4(8Z,11Z,14Z,17Z)/22:0)",Insulin,3,4,5,-1.1242097321165225,0.6041242201932164,0.1912264631153455,0.868516085855454,-0.11068661542405916,-0.43256035917402513,911653.7164974284,2361286.954220375,1858327.9170708025,1614.1266666666666,896.5550000000001,660.682,0.5235334418311358,1.8501816936551505,1.9864481319429659,TRUE,TRUE,3.534027715944689,pearson,12,12,13,1,2M31,2M31,N/A,8,4,3,4,-0.7800042573383166,0.00276741453604492,0.6776185814384534,TRUE,TRUE,1.89278554513998,-0.874354441813883,1.0195904174141104,-0.15883492923277293,372133.44589507,3304352.68408685,155.89,2555.98
Muscle,3-Methylhistidine,Insulin,3,5,5,-0.8718646630939757,0.3121493021575318,0.2109694956988676,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,1449084.2189418233,1947404.07609858,1888902.697233614,1614.1266666666666,1006.546,660.682,0.4951483338662179,1.7198532382416887,1.4583892087784256,TRUE,TRUE,3.4734101290672394,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.7174872920269105,0.00576165930156179,0.7584310403709481,TRUE,FALSE,1.217334762741798,-0.7833395778180952,0.5099930758265615,-0.01566923747362904,1292013.19557384,2604015.11775335,155.89,2555.98
Muscle,D-Ornithine,Insulin,3,5,5,-1.0436337207719661,0.42442630484790944,0.20175392761527883,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,950774.6181794883,1699534.8994999395,1500565.4177810675,1614.1266666666666,1006.546,660.682,0.5334018249667972,1.8265693910709577,1.6971182201584527,TRUE,TRUE,3.424377843447867,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.6393170665349199,0.01863840859573191,0.7718346777285694,TRUE,FALSE,1.3097610980563348,-0.7833395778180952,0.777841755180117,-0.01566923747362904,531166.428779674,2410097.54198323,155.89,2555.98
Liver,"PE(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Insulin,3,4,5,-1.0849526126103368,0.603146846514962,0.16845409035423975,0.868516085855454,-0.11068661542405916,-0.43256035917402513,530662.8778855193,1320956.829860971,952077.4774030435,1614.1266666666666,896.5550000000001,660.682,0.540888619934108,1.8066068412488308,1.951542393619012,TRUE,TRUE,3.3400718274843992,pearson,12,12,13,1,2M31,2M31,N/A,8,4,3,4,-0.6027408940269962,0.03804281784312216,0.8279473488550837,TRUE,TRUE,1.502452810929189,-0.874354441813883,1.2412270159680865,-0.15883492923277293,294790.777371323,2111212.61575989,155.89,2555.98
Liver,Phosphoenolpyruvic acid,Insulin,3,5,5,-0.6773980748615164,0.22177770470780883,0.18466114020909835,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,1667725.8128234732,2584431.245481186,2664611.6946991985,1614.1266666666666,1006.546,660.682,0.48611949010059846,1.59012937710426,1.2383566113744733,TRUE,TRUE,3.27106690738772,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.5761957311929813,0.0392979632878162,0.8284645979623956,TRUE,FALSE,1.0675001975983338,-0.7833395778180952,0.298679490277924,-0.01566923747362904,841045.271790283,4011751.48930818,155.89,2555.98
Liver,2-Hydroxydecanedioic acid,Insulin,3,5,5,1.2445382965779297,-0.10854657741965604,-0.6381764005271111,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,349839.8868061733,233264.100946504,194166.5657554684,1614.1266666666666,1006.546,660.682,0.717943081880669,2.3086749395133874,1.5987021894686413,TRUE,TRUE,3.215679623885724,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.6258477504331048,0.02213354042062348,0.7876744772888639,TRUE,FALSE,-1.8728012566334844,-0.7833395778180952,-0.23839011983087147,-0.01566923747362904,139391.096076031,422948.062095877,155.89,2555.98
Liver,Guanosine diphosphate mannose,Insulin,3,5,4,-1.369056108235083,0.23075082573617683,0.7383535490060875,0.8266378120346513,0.009329085905455205,-0.6316397164078071,260531.80700570566,407901.5290941298,465575.6369791012,1614.1266666666666,1006.546,530.0550000000001,0.8176194287135841,2.5627619502001338,1.7964898496204904,TRUE,TRUE,3.134419095485904,pearson,12,12,13,1,4M1,4M1,N/A,7,5,3,5,-0.7460342335376374,0.00533195154123776,0.7419230451409876,TRUE,FALSE,2.1823653437250887,-0.7833395778180952,0.2995704282842846,0.01524897605490673,217001.428966932,502618.307829953,155.89,2555.98
Liver,L-Dopa,Insulin,3,5,5,-1.027325315970466,0.08729146282484149,0.5291037267574236,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,71185.7959490682,111735.94353272034,126696.9814482678,1614.1266666666666,1006.546,660.682,0.6558449480301822,2.051301223781791,1.4026334438985806,TRUE,TRUE,3.127722840501913,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.7976585195195046,0.00108731714853314,0.5993076568054627,TRUE,FALSE,1.008680715541202,-0.7833395778180952,0.15029422830697955,-0.01566923747362904,47131.8561442442,161830.572151546,155.89,2555.98
Liver,"PE(P-18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",Insulin,3,5,5,0.7928014157072076,-0.34087531638232105,-0.13480553304200987,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,35574068.1882108,13944288.680507876,13684718.376530904,1614.1266666666666,1006.546,660.682,0.5266870749329261,1.6265976752134041,1.417826839657071,TRUE,TRUE,3.088356925068936,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.566810680114926,0.04339481285328067,0.8342054032317431,TRUE,FALSE,-1.7523055942058403,-0.7833395778180952,-0.5767555171433139,-0.01566923747362904,668028.444222608,47092293.1264032,155.89,2555.98
Liver,Citrulline,Insulin,3,5,5,-1.0349834282231833,0.07751880183080134,0.5434712551031164,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,3768071.0723634036,6159043.319654294,7389893.811523954,1614.1266666666666,1006.546,660.682,0.6723438168124757,2.068062990567876,1.4009536845470136,TRUE,TRUE,3.075900958489341,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.7625848914669234,0.00243514179009899,0.6658330984854816,TRUE,FALSE,1.1778301306836,-0.7833395778180952,0.04837350654233186,-0.01566923747362904,2559610.88328146,11622749.5606535,155.89,2555.98
Liver,5-Aminopentanoic acid,Insulin,3,5,5,-1.126567052910744,0.048886777948581844,0.6270534537978909,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,152384529.52077335,327198307.4131851,407647880.5201972,1614.1266666666666,1006.546,660.682,0.7544608832524844,2.204665559034038,1.451448146801197,TRUE,TRUE,2.9221734459309734,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.6624155642926463,0.01362475839424695,0.7718346777285694,TRUE,FALSE,1.323991913123965,-0.7833395778180952,0.10193109931561509,-0.01566923747362904,98546127.9817347,487706162.838637,155.89,2555.98
Liver,Pemoline,Insulin,3,5,5,1.2152025935204755,-0.0177414727601279,-0.7113800833521581,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,683562.7045660446,369058.58471380436,249694.9905445486,1614.1266666666666,1006.546,660.682,0.8462086275851369,2.344586564080657,1.4983861601560906,TRUE,TRUE,2.770695650754008,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.6441824893644937,0.01748323791955303,0.7718346777285694,TRUE,FALSE,-2.3280645157925504,-0.7833395778180952,-0.20089630836585048,-0.01566923747362904,131299.409126259,731464.094437334,155.89,2555.98
Liver,Succinic acid,Insulin,3,5,5,-0.8117908738427654,-0.0013595219293432326,0.48843404623500575,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,4842846.889900964,6752137.514349106,8465582.941185297,1614.1266666666666,1006.546,660.682,0.6890807345374298,1.8643900311986932,1.1755037177886687,TRUE,TRUE,2.7056191499102527,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.6879781708121191,0.00934004069402672,0.7718346777285694,TRUE,FALSE,1.112786209181777,-0.7833395778180952,-0.113693067344582,-0.01566923747362904,4101228.40429485,14996051.045665,155.89,2555.98
Liver,Arginylglutamic acid,Insulin,3,5,5,0.6681783272701933,0.027228515004224317,-0.4281355113663411,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,114964.0382321569,82076.9662027115,74922.11303456672,1614.1266666666666,1006.546,660.682,0.6650495589111325,1.7283718866111513,1.065751695384317,TRUE,TRUE,2.5988617892491614,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.7047610541863051,0.0071445106100254,0.7711717773115192,TRUE,FALSE,-1.3696555361837948,-0.7833395778180952,-0.2320396256426692,-0.01566923747362904,16809.4623072214,148655.261045028,155.89,2555.98
Liver,Uridine diphosphate glucose,Insulin,3,5,5,-1.0553969805611383,-0.025296046894266944,0.658534235230931,0.8414041694924637,-0.010071029424548072,-0.49477147227093016,41051573.89954903,56581315.79793164,67645666.55629137,1614.1266666666666,1006.546,660.682,0.8381875530255187,2.1732292925755203,1.336457237592032,TRUE,TRUE,2.592772088694278,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.6830935900561179,0.01006620676975081,0.7718346777285694,TRUE,FALSE,1.0120067229749123,-0.7833395778180952,-0.06577659196262878,-0.01566923747362904,29369333.2233652,81533325.5408637,155.89,2555.98
Liver,Annoglabasin F,Resistin,3,5,5,0.9381841844955642,-0.16895399407566833,-0.3939565166216895,-0.49902736935313985,-0.1654208593878362,0.46483728099971977,12218468.32021078,8837415.818725133,8146657.62073839,19981.716666666667,24078.628,31818.62,0.6692170490034254,1.6442730648444646,1.15630802554564,TRUE,TRUE,2.4570101244328106,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.5673903067271364,0.04313323211305994,0.8342054032317431,TRUE,FALSE,-1.2184156127571162,0.4514552437965252,-0.29387619543388876,-0.2597827710416183,5534572.91800444,14271080.4472925,7458,50393.88
Liver,Actinonin,Insulin,3,4,5,-1.0956088455438886,0.1219233131738936,0.5598266567872171,0.7605850886979424,0.16812160174315055,-0.590848334613286,1925449.4782323933,2979048.701739815,3390692.876404256,1614.1266666666666,1196.14,660.682,0.8762389529349982,2.13701637804228,1.3540301107754633,TRUE,TRUE,2.4388511500022414,pearson,12,12,13,1,2M33,2M33,N/A,8,4,3,4,-0.6234210357990163,0.03031568713285835,0.8053673965337975,TRUE,FALSE,1.1163628403999966,-0.5497272878061951,0.1354598928218109,0.24232170378753096,1332776.90224919,4587097.95651858,155.89,2555.98
Muscle,9-Hexadecenoylcarnitine,Resistin,3,5,5,1.1143234531826243,-0.05870037386913718,-0.6098936980404445,-0.49902736935313985,-0.1654208593878362,0.46483728099971977,43678545.629825704,26702909.73504096,16612362.07182378,19981.716666666667,24078.628,31818.62,0.8372809588995775,1.9753379074911803,1.2195401601925173,TRUE,TRUE,2.3592294635331603,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,-0.5542841183894008,0.04933150015434796,0.8541690911969478,TRUE,FALSE,-1.188729604426315,0.4514552437965252,-0.00381544848729518,-0.2597827710416183,10971883.0674223,52533326.7280925,7458,50393.88
Muscle,glutaral,Insulin,3,4,5,1.2523194479050035,-0.03933101574504899,-0.719926856146963,0.7605850886979424,0.16812160174315055,-0.590848334613286,656660.5593708666,422863.531465747,307926.71635116497,1614.1266666666666,1196.14,660.682,1.0194341873143558,2.3908424836214843,1.4210467633480703,TRUE,TRUE,2.3452641802410312,pearson,12,12,13,1,2M33,2M33,N/A,8,4,3,4,0.6255122100646373,0.02960294719722215,0.8053673965337975,TRUE,FALSE,-1.5290409734872428,-0.5497272878061951,-0.08463510615314698,0.24232170378753096,271482.457115302,709331.453473668,155.89,2555.98
Liver,"1,2-dioleoyl-sn-glycero-3-phospho-(1′-sn-glycerol)",Resistin,3,5,5,-1.108276798670429,0.029844281042605413,0.6351217981596416,-0.49902736935313985,-0.1654208593878362,0.46483728099971977,1054253.977434031,1446894.810712324,1752124.66906738,19981.716666666667,24078.628,31818.62,0.8738341926545015,1.9921028416296434,1.1860071229037341,TRUE,TRUE,2.2797263581299174,pearson,13,13,13,0,N/A,N/A,N/A,8,5,3,5,0.86080446564732,1.5801550482988147e-4,0.4151731042603,TRUE,FALSE,1.8627363915285788,0.4514552437965252,-0.10266216566029808,-0.2597827710416183,848729.623351543,2282194.99903063,7458,50393.88
